date,slight,serious,Barking and Dagenham collision,Barnet collision,Bexley collision,Brent collision,Bromley collision,Camden collision,City of London collision,Croydon collision,Ealing collision,Enfield collision,Greenwich collision,Hackney collision,Hammersmith and Fulham collision,Haringey collision,Harrow collision,Havering collision,Hillingdon collision,Hounslow collision,Islington collision,Kensington an Chelsea collision,Kingston upon thames collision,Lambeth collision,Lewisham collision,Merton collision,Newham collision,Redbridge collision,Richmond upon thames collision,Southwark collision,Sutton collision,Tower Hamlets collision,Waltham Forest collision,Wandsworth collision,Westminster collision
02/07/2021,99,14,1,4,1,5,5,3,0,9,3,6,2,3,5,7,3,1,1,6,2,2,0,8,1,1,5,3,1,6,1,4,1,6,7
03/07/2021,72,9,2,4,1,6,1,0,1,4,2,1,5,2,3,3,4,3,0,2,3,2,1,3,1,0,7,2,2,2,2,2,0,6,4
04/07/2021,60,8,0,1,2,3,6,1,0,4,2,2,3,7,2,1,0,1,0,3,5,0,0,1,2,3,3,1,1,4,1,5,1,2,1
05/07/2021,80,12,2,1,0,1,1,1,0,7,2,2,5,4,2,7,2,4,1,4,7,3,1,2,2,1,2,1,5,7,2,2,4,2,5
06/07/2021,80,10,3,6,0,5,0,5,2,1,8,3,4,2,2,1,2,1,1,4,5,3,1,4,3,1,1,2,0,1,1,3,3,5,7
07/07/2021,73,9,1,3,0,1,4,5,1,4,4,1,3,1,3,3,0,3,1,2,1,6,1,2,6,1,0,4,1,4,0,5,4,4,3
08/07/2021,59,7,1,3,0,6,5,4,0,2,3,1,3,1,1,5,4,1,1,2,2,1,0,2,3,0,3,1,1,1,1,3,0,1,4
09/07/2021,75,12,1,0,0,1,4,1,0,8,3,0,1,5,2,2,0,3,2,2,7,6,2,8,3,0,7,1,2,5,2,1,0,3,5
10/07/2021,70,13,3,5,1,8,4,2,1,5,1,3,7,2,2,4,1,0,1,3,1,2,2,3,2,2,1,0,2,5,0,4,0,3,3
11/07/2021,62,6,0,5,1,8,1,3,0,2,3,0,2,2,2,2,1,3,3,3,0,0,2,1,0,2,2,0,1,6,3,3,1,1,5
12/07/2021,79,12,2,3,0,2,2,3,0,5,6,6,4,7,1,2,2,2,2,3,2,1,4,3,5,1,2,1,2,4,2,2,2,6,2
13/07/2021,96,15,0,2,4,4,9,3,0,1,4,6,2,3,3,2,1,8,0,2,6,1,0,4,2,2,7,2,3,4,0,6,6,8,6
14/07/2021,58,14,0,3,2,2,0,1,0,2,1,6,4,0,5,2,1,0,1,1,5,4,0,6,5,0,1,0,3,3,2,6,0,2,4
15/07/2021,64,15,0,1,5,6,5,2,0,3,2,6,2,1,3,0,0,0,1,2,1,3,1,4,0,4,3,3,2,4,1,5,0,3,6
16/07/2021,100,22,2,3,0,3,5,2,0,4,7,3,4,7,1,7,3,3,10,7,4,5,2,5,7,2,3,2,0,2,0,4,6,4,5
17/07/2021,63,16,1,2,1,3,1,3,0,3,4,6,1,1,0,4,1,3,5,2,2,1,2,5,2,1,1,2,3,6,2,3,1,3,4
18/07/2021,69,12,0,2,0,0,3,1,0,4,1,6,4,2,1,3,3,4,5,0,7,2,0,3,1,1,5,6,0,2,1,3,2,8,1
19/07/2021,62,5,1,1,0,1,0,2,2,4,2,2,7,0,0,6,2,2,4,1,0,2,3,3,2,1,1,1,1,3,2,2,0,3,6
20/07/2021,71,10,3,0,2,1,1,3,0,4,8,2,3,4,3,3,0,0,5,2,2,2,2,5,4,0,2,3,0,2,0,3,2,5,5
21/07/2021,58,11,1,0,3,2,0,4,2,5,0,1,2,3,1,3,1,2,5,3,2,1,0,2,2,2,2,0,0,1,3,8,1,2,5
22/07/2021,80,16,1,2,0,3,6,1,0,5,5,1,2,2,0,2,3,2,2,2,3,5,6,10,3,0,3,0,0,6,0,10,5,4,2
23/07/2021,86,6,1,10,4,4,3,0,0,3,4,5,2,1,2,4,0,5,2,4,2,3,2,5,0,0,4,4,0,3,2,1,6,2,4
24/07/2021,62,9,2,1,1,5,1,1,2,3,4,3,0,3,2,6,0,1,0,1,4,1,0,4,5,0,1,1,2,6,3,1,2,2,3
25/07/2021,47,7,1,1,2,1,0,3,0,2,2,0,2,1,1,6,0,1,1,0,2,3,2,4,0,0,3,2,2,3,2,2,1,1,3
26/07/2021,49,8,1,1,2,5,1,0,1,2,4,7,0,2,1,3,2,1,1,3,0,1,0,2,0,0,0,2,1,3,1,5,2,1,2
27/07/2021,65,10,3,2,1,5,5,5,1,2,7,2,7,4,1,1,3,0,0,0,3,3,2,3,2,1,0,2,0,2,0,3,2,2,1
28/07/2021,58,8,1,3,1,2,0,6,0,2,3,2,2,4,2,1,1,4,0,1,2,0,2,4,1,0,1,4,0,5,1,3,3,5,0
29/07/2021,74,14,3,3,2,1,2,5,0,6,3,2,3,6,2,5,0,4,7,1,2,2,1,1,1,2,1,0,1,3,4,4,2,4,5
30/07/2021,61,9,1,0,1,4,5,1,1,1,7,0,1,4,4,3,0,0,2,6,5,2,1,5,2,0,1,2,0,5,0,3,2,0,1
31/07/2021,67,13,3,1,0,5,5,2,0,4,2,0,2,4,2,6,1,3,0,1,4,0,2,4,0,0,9,1,2,3,1,2,1,6,4
01/08/2021,52,8,0,1,0,2,2,1,1,3,9,5,1,5,1,1,2,0,3,2,1,5,1,1,0,0,1,1,0,1,0,4,2,2,2
02/08/2021,63,3,3,3,0,2,0,1,0,5,4,5,2,3,2,0,2,3,2,2,3,0,0,4,2,0,2,1,2,1,0,8,1,2,1
03/08/2021,73,14,4,2,4,2,0,0,0,3,6,3,4,2,1,4,2,0,2,3,2,4,1,3,5,4,6,1,2,4,0,3,2,3,5
04/08/2021,77,8,0,7,1,1,3,2,2,5,5,1,6,1,1,3,5,3,1,4,0,0,1,2,2,1,2,5,1,4,3,4,1,5,3
05/08/2021,77,14,2,4,2,4,1,0,4,5,4,1,2,4,1,5,1,5,1,1,1,2,1,5,2,1,1,8,0,4,5,4,3,1,6
06/08/2021,48,11,0,3,1,0,0,0,0,4,4,3,3,1,3,2,1,1,2,2,0,0,1,2,0,2,3,4,1,2,2,6,2,2,2
07/08/2021,63,8,2,2,3,2,2,1,1,2,2,3,8,2,2,7,0,1,3,0,1,1,2,3,4,1,3,2,0,0,0,3,0,2,6
08/08/2021,49,7,3,0,1,1,1,2,0,2,3,2,2,0,3,1,3,2,1,0,1,0,0,8,2,0,5,0,0,5,1,3,0,1,3
09/08/2021,53,10,4,4,0,3,3,3,0,3,1,0,1,2,1,1,0,0,4,1,2,1,2,5,1,2,1,3,0,1,3,6,1,1,3
10/08/2021,68,8,2,1,1,4,8,0,0,2,8,2,1,2,1,1,0,1,2,2,3,1,2,3,0,1,1,6,3,1,3,2,5,2,5
11/08/2021,52,13,0,7,1,3,0,2,0,1,3,1,1,3,0,3,2,3,0,3,1,5,0,4,3,2,0,3,2,4,0,2,2,2,2
12/08/2021,63,11,3,2,0,2,2,1,2,2,2,3,3,1,2,4,0,1,2,3,0,2,0,6,4,3,4,7,0,2,0,5,3,1,2
13/08/2021,65,10,0,3,0,2,0,1,2,1,1,6,4,2,0,0,1,3,11,2,2,2,1,1,7,4,3,2,0,2,4,2,1,2,3
14/08/2021,73,13,1,0,5,4,1,0,1,1,2,4,1,3,1,2,3,0,4,3,2,7,4,4,1,1,2,2,2,5,2,7,1,2,8
15/08/2021,50,12,0,6,1,4,1,1,3,0,4,1,0,2,0,1,3,0,0,7,2,0,1,0,0,0,5,1,1,2,0,5,5,3,3
16/08/2021,76,10,2,3,3,6,0,3,0,2,1,1,3,2,3,1,3,0,0,5,2,3,1,2,4,2,6,2,0,3,0,14,1,1,7
17/08/2021,59,6,3,3,3,4,2,3,0,1,2,2,2,0,2,3,1,3,1,0,0,2,1,5,2,2,0,3,0,6,3,3,0,0,3
18/08/2021,58,14,0,4,3,2,1,3,3,4,2,1,8,2,2,1,0,5,2,2,3,0,1,1,1,1,1,2,1,5,0,2,3,6,0
19/08/2021,54,10,1,2,1,1,2,2,0,1,2,2,1,4,3,3,1,2,0,1,1,1,1,4,3,2,2,3,1,2,2,5,1,3,4
20/08/2021,67,8,1,3,0,1,2,5,0,3,6,3,0,1,3,6,1,4,3,1,1,2,3,2,6,1,1,0,0,0,0,2,2,4,8
21/08/2021,96,13,3,2,0,3,3,3,0,6,2,5,4,0,3,2,3,7,2,13,1,1,1,3,2,1,1,6,3,6,0,7,2,7,7
22/08/2021,58,3,1,1,0,2,0,3,0,0,1,4,0,2,0,3,1,0,8,0,3,1,0,1,2,2,2,2,1,3,0,9,4,2,3
23/08/2021,66,9,0,3,2,2,5,3,0,3,1,4,3,6,0,2,0,1,2,1,0,2,1,5,4,1,4,0,0,3,1,5,5,3,3
24/08/2021,41,11,0,2,2,1,1,1,1,0,1,4,3,0,0,1,0,0,0,1,4,1,0,1,1,3,1,1,2,4,2,2,2,5,5
25/08/2021,62,7,1,1,1,1,4,0,0,2,4,4,0,1,1,3,3,2,1,2,2,2,3,4,2,3,2,0,0,3,2,2,0,8,5
26/08/2021,58,8,4,4,3,2,4,1,0,2,0,1,0,5,4,3,0,1,1,1,3,1,2,0,0,1,2,10,1,4,0,1,1,2,2
27/08/2021,59,8,5,6,2,3,0,2,0,3,0,6,4,1,1,4,0,4,3,0,0,3,0,4,4,0,2,0,2,1,0,2,1,3,1
28/08/2021,76,8,2,0,1,1,0,3,1,5,4,7,1,7,4,3,0,0,3,4,1,3,0,3,2,0,1,4,2,3,5,5,0,1,8
29/08/2021,51,7,0,2,1,3,0,3,0,1,2,0,0,4,0,3,0,3,0,0,0,0,0,7,4,0,3,4,2,2,3,6,0,2,3
30/08/2021,59,6,0,2,0,1,6,2,0,3,4,3,3,3,0,2,0,2,1,3,0,1,0,5,2,2,4,1,0,0,0,3,4,1,7
31/08/2021,56,12,2,1,1,5,3,3,0,1,3,4,4,1,3,2,2,2,4,0,1,2,0,2,4,0,0,2,3,5,1,1,0,2,4
01/09/2021,54,16,5,5,2,2,1,1,0,0,4,1,1,2,6,1,0,0,1,0,2,2,0,2,5,0,2,4,0,2,0,7,1,4,7
02/09/2021,73,19,0,3,1,0,0,2,1,6,8,1,0,5,0,3,1,4,1,5,1,3,1,6,0,3,11,3,1,5,1,6,3,4,3
03/09/2021,79,9,0,8,3,4,1,1,0,2,5,2,2,1,2,3,1,0,5,7,3,1,2,2,0,0,10,3,1,6,1,4,1,2,5
04/09/2021,54,7,0,0,0,1,5,0,0,1,2,0,2,2,2,2,2,1,0,2,2,1,2,9,1,1,2,2,4,2,4,1,3,4,1
05/09/2021,82,8,7,3,2,3,2,1,0,4,0,1,2,5,0,3,0,3,1,8,1,5,0,6,2,1,4,1,4,7,3,6,1,2,2
06/09/2021,65,14,1,2,3,0,3,8,0,3,4,3,3,4,2,3,3,2,1,4,1,0,1,4,0,0,2,4,0,1,2,3,5,3,4
07/09/2021,65,20,4,2,1,4,2,2,0,5,0,1,2,2,2,2,1,3,3,3,2,5,0,4,3,1,6,1,3,4,2,3,2,4,6
08/09/2021,91,15,2,10,0,1,6,3,1,7,4,1,0,2,1,6,6,0,4,3,2,2,2,12,2,1,2,3,5,5,2,4,2,3,2
09/09/2021,84,7,0,2,3,5,2,7,3,1,4,5,4,3,1,7,1,0,1,3,3,1,0,2,7,1,6,2,2,6,0,4,1,1,3
10/09/2021,94,12,4,7,1,3,2,3,1,3,4,3,3,1,0,4,1,2,4,2,0,2,3,4,7,5,8,3,1,3,3,7,0,7,5
11/09/2021,86,11,1,5,1,2,3,3,0,4,2,9,5,4,0,2,2,1,5,4,2,3,4,4,7,2,1,2,2,3,3,1,2,4,4
12/09/2021,53,8,1,2,0,1,3,0,0,2,2,3,0,4,0,5,2,3,3,1,3,1,0,3,1,1,1,6,0,3,1,4,0,3,2
13/09/2021,63,11,2,0,4,1,1,1,0,5,4,1,0,2,0,2,0,2,1,0,2,1,1,3,1,3,7,1,3,2,1,9,2,6,6
14/09/2021,77,9,0,8,2,2,5,3,0,4,2,3,4,4,0,4,0,1,0,3,1,1,4,3,2,3,2,2,0,2,3,10,3,2,3
15/09/2021,76,7,0,2,0,1,1,0,0,4,4,2,4,4,6,8,0,0,2,0,3,1,1,6,2,1,5,0,1,2,2,6,7,4,4
16/09/2021,90,11,2,4,3,1,2,3,1,7,4,8,5,7,0,4,1,2,0,1,2,4,5,3,0,1,2,4,3,5,2,5,3,2,5
17/09/2021,97,22,1,5,5,7,1,3,2,4,0,5,1,8,4,6,1,3,0,4,1,2,0,10,5,4,4,3,4,1,2,2,2,9,10
18/09/2021,72,10,1,1,1,3,0,4,1,3,4,3,5,1,8,2,3,1,2,7,3,2,1,2,2,1,5,1,1,4,1,2,1,3,3
19/09/2021,47,6,1,1,1,3,1,6,1,8,1,0,0,3,3,1,3,0,0,2,2,1,2,2,1,0,0,1,2,1,1,1,3,1,0
20/09/2021,76,9,4,3,6,3,0,3,0,5,0,5,4,6,0,5,0,1,0,0,8,1,1,7,1,3,0,3,3,4,0,4,2,1,2
21/09/2021,77,7,2,3,3,3,2,2,1,1,4,2,1,1,1,5,1,3,8,2,3,0,0,4,3,2,6,1,3,3,0,4,2,5,3
22/09/2021,82,12,2,3,3,4,0,1,2,3,2,3,3,5,2,4,0,1,4,3,2,3,1,3,3,0,1,7,1,3,11,4,3,5,2
23/09/2021,96,12,1,3,1,2,7,8,1,3,3,6,8,4,3,2,3,4,2,5,3,0,0,3,2,1,5,1,1,4,1,5,8,2,6
24/09/2021,119,11,6,5,0,5,5,3,1,8,0,10,2,1,4,4,7,2,2,5,0,2,2,6,2,0,8,5,1,4,1,4,6,12,7
25/09/2021,95,18,10,4,0,2,3,3,0,3,3,3,0,6,1,4,3,3,5,5,7,2,2,4,2,1,3,5,0,2,1,13,2,6,5
26/09/2021,56,6,1,1,2,9,0,0,0,2,4,5,0,2,4,1,1,0,2,0,3,0,1,1,0,0,4,0,3,2,2,2,1,6,3
27/09/2021,77,8,3,4,5,4,4,4,0,3,1,4,2,3,1,4,1,4,3,1,3,1,0,3,0,2,3,2,0,4,2,4,1,4,5
28/09/2021,77,6,0,2,5,2,3,2,0,1,6,3,1,2,4,3,4,1,0,2,4,2,1,3,2,2,8,2,0,5,1,3,2,3,4
29/09/2021,81,13,2,3,6,2,2,3,0,7,1,0,3,5,1,4,1,2,1,2,3,2,1,6,1,6,2,2,1,7,0,1,7,4,6
30/09/2021,73,7,4,5,2,2,3,0,2,5,2,2,5,1,2,2,2,3,2,3,1,1,0,6,1,4,4,0,0,3,0,4,3,6,0
01/10/2021,96,11,0,8,0,1,1,0,0,6,7,6,4,1,1,5,2,5,1,1,4,3,1,5,2,3,6,6,3,4,1,6,4,3,7
02/10/2021,71,13,3,8,0,1,6,2,1,4,7,1,2,5,7,2,1,1,2,0,2,3,0,5,2,2,2,1,0,0,0,1,5,5,3
03/10/2021,80,7,2,7,0,4,2,3,1,2,2,1,5,3,2,8,4,0,1,2,3,1,1,4,5,0,1,5,1,2,1,4,4,1,5
04/10/2021,66,15,3,5,3,5,4,1,0,4,3,1,5,2,0,3,0,2,1,5,0,1,0,1,4,1,6,3,3,4,0,3,2,4,2
05/10/2021,61,8,3,2,2,2,1,2,1,3,2,0,1,3,2,2,3,0,2,0,2,1,4,0,6,1,3,2,1,4,0,5,3,2,4
06/10/2021,65,12,3,5,0,3,4,2,0,2,1,7,0,1,1,6,1,5,4,0,1,2,2,0,1,1,3,0,2,3,0,4,5,1,7
07/10/2021,67,15,3,6,3,1,2,2,1,5,4,1,1,4,2,1,1,1,1,4,1,2,2,4,1,1,4,3,0,4,3,1,2,2,9
08/10/2021,79,15,4,3,2,4,0,5,0,10,5,5,3,5,1,3,5,3,2,3,2,1,0,4,1,1,2,8,0,4,1,2,1,1,3
09/10/2021,78,3,9,8,1,2,0,3,2,2,2,4,1,3,0,2,1,7,2,1,0,2,1,2,2,5,1,5,3,4,0,1,2,0,3
10/10/2021,64,13,0,2,0,3,2,1,0,1,1,1,1,3,1,5,0,2,2,4,5,2,1,5,3,0,0,8,3,5,0,4,3,3,6
11/10/2021,58,8,2,11,0,1,3,2,0,1,0,2,0,2,4,4,2,0,5,0,3,3,2,2,3,2,0,1,0,0,0,5,1,4,1
12/10/2021,65,7,3,3,3,7,1,4,1,4,3,2,0,1,2,1,2,3,2,0,0,3,0,4,0,1,2,1,1,3,1,3,3,6,2
13/10/2021,74,13,2,6,1,2,1,3,0,4,1,5,2,7,2,2,1,7,1,0,5,1,2,6,6,1,3,2,1,6,0,1,1,2,3
14/10/2021,57,11,2,1,2,1,0,1,0,1,1,1,4,2,0,1,1,3,3,0,1,1,2,7,0,0,4,0,2,2,2,2,10,6,5
15/10/2021,87,10,1,4,4,6,1,5,1,5,1,11,6,5,1,2,2,3,2,4,5,1,0,5,2,2,2,1,0,2,4,2,2,1,4
16/10/2021,63,11,0,3,1,4,4,1,0,5,1,1,5,2,4,3,0,3,2,1,4,5,0,2,2,0,0,2,0,4,0,4,3,2,6
17/10/2021,66,9,1,4,0,4,1,2,1,4,8,1,3,4,2,1,1,1,3,1,3,1,3,0,1,1,1,3,0,0,2,6,0,11,1
18/10/2021,79,15,1,0,0,10,3,5,1,2,2,1,7,4,2,2,1,4,2,1,5,2,1,5,2,0,2,2,1,7,0,4,2,5,8
19/10/2021,74,8,2,3,4,5,0,1,0,3,5,3,1,1,3,8,0,3,0,3,4,3,1,4,5,2,0,2,1,3,4,0,1,2,5
20/10/2021,79,11,2,3,2,2,0,2,0,4,1,2,5,2,2,0,1,1,4,2,1,1,2,5,6,4,7,9,2,2,2,2,2,5,5
21/10/2021,72,7,4,1,1,2,4,3,0,1,1,5,2,5,2,3,5,2,3,2,1,2,0,7,2,1,3,4,0,3,0,1,0,4,5
22/10/2021,81,12,1,2,1,3,0,1,0,5,6,4,4,1,2,2,0,6,3,2,3,5,0,8,7,1,3,1,0,3,2,6,0,3,8
23/10/2021,89,4,0,3,5,7,1,1,0,2,4,5,0,1,2,0,5,3,3,3,0,3,1,2,6,1,4,7,2,3,1,4,1,10,3
24/10/2021,53,10,3,3,2,1,0,0,0,4,1,1,3,3,0,2,0,3,0,1,1,1,0,3,2,3,1,4,3,6,0,3,0,6,3
25/10/2021,52,11,1,0,2,1,2,2,0,3,1,2,3,2,4,4,0,2,0,1,1,3,0,2,4,1,3,2,0,3,3,2,4,0,5
26/10/2021,52,9,2,2,1,0,0,1,0,3,1,10,2,6,1,1,2,1,1,1,0,1,1,3,1,5,1,2,0,1,3,3,0,4,1
27/10/2021,78,7,0,2,1,7,3,0,0,4,1,3,1,2,4,2,0,1,9,2,8,2,0,6,2,3,1,0,6,4,1,2,1,4,3
28/10/2021,63,12,4,2,2,0,0,3,1,2,7,2,1,5,1,0,0,2,5,1,2,5,1,3,1,1,6,3,0,5,0,2,1,2,5
29/10/2021,85,17,0,4,1,3,2,2,1,5,5,5,3,3,6,9,2,1,4,2,2,5,0,4,0,7,3,2,1,3,2,3,3,3,6
30/10/2021,74,11,0,0,0,0,3,3,0,4,6,6,4,1,2,6,3,1,7,4,2,2,0,4,0,0,1,2,0,3,0,12,2,1,6
31/10/2021,80,14,3,1,2,4,2,2,2,3,5,4,2,4,3,4,2,1,1,1,9,1,0,3,6,6,2,6,0,3,1,4,2,4,1
01/11/2021,75,10,1,3,0,5,2,1,0,4,4,5,2,0,5,5,1,1,0,2,3,0,0,8,5,3,3,2,2,2,1,2,4,2,7
02/11/2021,83,17,9,5,2,3,2,3,1,4,2,3,1,5,1,8,2,2,5,2,4,3,1,4,2,5,4,2,2,4,0,3,1,1,4
03/11/2021,91,14,1,4,3,2,4,1,0,7,5,7,2,2,3,7,4,2,1,1,7,0,7,3,2,3,2,4,1,7,0,4,3,2,4
04/11/2021,80,13,4,1,1,3,4,3,1,4,3,4,1,2,3,4,1,0,3,2,3,5,2,7,1,1,2,3,1,7,2,6,1,5,3
05/11/2021,105,14,12,9,2,8,3,3,0,4,4,2,2,6,0,4,6,3,6,1,6,0,0,5,6,2,4,0,3,4,0,5,2,4,3
06/11/2021,72,15,2,2,2,3,2,0,1,3,1,9,0,2,0,2,2,1,5,4,4,3,3,3,2,2,7,1,2,0,1,6,2,3,7
07/11/2021,66,14,0,2,0,5,4,0,0,12,4,1,1,2,1,5,1,1,2,1,1,1,1,2,0,2,4,2,0,6,2,5,3,8,1
08/11/2021,66,13,2,4,1,5,1,2,0,2,2,2,2,6,3,4,2,3,3,2,1,2,1,4,0,3,3,1,1,5,1,1,0,3,7
09/11/2021,70,12,1,3,1,4,3,4,1,8,4,4,1,3,2,1,3,1,0,5,6,3,2,3,2,0,1,3,3,0,1,2,0,5,2
10/11/2021,89,13,3,1,3,6,3,4,0,4,6,5,2,2,3,1,5,2,0,2,1,1,0,8,3,0,2,2,2,7,2,5,4,4,9
11/11/2021,81,18,2,2,2,5,5,4,0,7,4,1,1,2,4,4,1,2,1,0,2,3,2,6,4,3,1,5,1,10,0,6,0,6,3
12/11/2021,93,9,1,7,0,6,3,2,0,5,7,5,2,2,3,5,0,5,3,4,0,2,2,8,3,3,2,3,1,2,1,5,2,3,5
13/11/2021,63,12,2,2,2,1,0,2,1,2,3,7,4,4,3,0,0,3,3,3,3,2,1,4,4,1,1,1,2,1,0,5,2,1,5
14/11/2021,62,7,0,4,1,0,2,1,0,5,4,8,2,6,1,4,1,1,3,0,1,1,0,2,1,0,0,10,2,1,1,3,0,1,3
15/11/2021,60,9,3,1,2,8,3,0,3,2,2,2,0,4,2,3,1,1,1,0,3,2,2,3,2,0,1,2,0,0,3,3,1,2,7
16/11/2021,84,12,4,5,4,4,1,3,1,2,3,5,1,4,2,3,2,4,3,3,4,3,2,3,5,7,2,1,0,2,0,5,3,4,1
17/11/2021,56,11,0,3,0,5,3,3,3,2,1,9,4,3,2,1,1,0,2,4,0,0,2,2,1,3,1,4,1,2,0,2,0,0,3
18/11/2021,78,9,1,5,4,6,4,0,1,0,5,4,1,2,2,3,0,0,4,5,2,1,0,2,2,1,4,1,2,4,1,5,7,5,3
19/11/2021,82,17,10,0,2,4,7,3,1,5,2,11,0,4,1,2,4,1,1,1,1,2,3,3,3,0,3,2,1,5,2,1,1,5,8
20/11/2021,49,12,0,5,0,4,5,0,0,1,1,2,1,5,0,6,0,1,4,1,1,1,0,4,0,0,2,0,1,4,0,4,1,3,4
21/11/2021,70,17,6,0,1,3,0,1,0,4,2,4,0,3,4,3,1,3,2,2,2,3,1,6,1,0,3,1,3,5,6,3,3,7,4
22/11/2021,80,6,0,3,0,2,3,1,0,4,5,2,0,6,4,6,0,0,0,4,1,2,0,5,1,6,15,1,0,0,4,1,2,4,4
23/11/2021,79,12,4,6,2,4,0,2,2,0,6,7,9,2,2,6,0,1,1,1,2,3,0,2,3,2,1,5,0,2,1,4,1,3,7
24/11/2021,64,14,1,1,5,9,0,4,0,6,1,2,1,1,0,5,4,2,2,3,1,1,2,3,1,2,1,3,1,3,2,1,2,3,5
25/11/2021,82,9,2,9,2,2,1,4,0,6,0,3,1,2,2,6,0,1,4,6,3,0,0,4,0,2,5,3,2,8,3,4,2,4,0
26/11/2021,77,25,2,7,1,0,4,4,1,4,8,2,1,4,4,3,4,3,4,3,2,1,3,0,1,5,3,1,4,5,4,5,1,2,6
27/11/2021,91,19,2,2,0,1,8,5,1,6,3,2,6,3,2,2,1,0,9,6,2,2,2,4,2,0,2,1,0,9,1,4,5,4,13
28/11/2021,66,4,6,2,4,2,4,1,0,2,3,4,1,0,1,1,2,2,1,1,1,2,1,2,1,3,4,5,1,2,1,3,2,3,2
29/11/2021,59,12,0,4,1,3,3,2,0,6,3,3,2,3,1,5,0,2,1,1,0,0,0,0,0,1,2,3,1,3,2,3,2,4,10
30/11/2021,86,13,5,4,3,5,2,1,0,3,4,2,2,1,3,1,1,2,3,3,6,5,2,10,6,1,1,2,1,4,3,6,2,1,4
01/12/2021,79,3,2,0,3,3,0,2,0,3,6,2,6,4,3,5,1,2,2,2,2,3,1,5,1,1,6,1,2,2,0,5,2,3,2
02/12/2021,90,7,4,2,3,1,5,3,2,4,2,6,3,5,6,3,0,1,5,3,2,1,2,3,2,2,2,0,2,7,1,3,6,1,5
03/12/2021,96,18,5,9,2,4,4,2,0,3,0,4,3,6,3,3,0,9,6,7,4,1,2,4,2,0,7,2,2,5,3,2,2,5,3
04/12/2021,79,12,1,8,0,11,3,0,0,9,0,1,2,3,1,3,4,1,5,0,1,4,1,5,7,2,5,0,0,4,1,5,1,3,0
05/12/2021,51,6,3,3,2,5,3,3,0,1,6,1,4,0,1,1,2,0,0,1,0,0,0,3,2,0,3,0,1,2,1,2,1,1,5
06/12/2021,76,10,2,11,0,1,1,7,0,3,6,3,0,0,2,3,2,4,3,3,6,2,1,0,2,1,3,2,1,7,0,5,2,0,3
07/12/2021,71,7,3,5,5,10,4,2,0,2,2,1,2,6,2,2,1,1,1,2,0,1,2,6,1,3,0,3,1,4,0,2,0,2,2
08/12/2021,64,12,2,1,1,4,2,1,1,9,5,2,0,1,1,5,3,2,1,1,1,4,2,6,0,1,1,1,1,6,1,0,1,4,5
09/12/2021,80,15,4,3,2,1,4,4,0,3,5,3,2,3,3,3,2,4,5,2,7,1,1,3,1,5,1,3,2,4,1,3,0,6,4
10/12/2021,56,6,1,4,0,1,1,1,0,1,2,1,2,3,2,2,1,2,3,2,1,0,2,5,2,0,3,5,1,3,2,3,3,1,2
11/12/2021,68,12,0,0,0,2,3,3,1,6,4,0,4,2,1,1,0,2,1,4,1,2,2,5,0,1,0,8,0,9,3,6,1,3,5
12/12/2021,56,11,1,1,2,2,1,3,1,1,3,3,2,3,0,0,1,0,1,2,0,1,1,4,4,0,4,0,2,2,1,4,3,4,10
13/12/2021,54,9,0,2,5,1,2,2,1,5,2,1,1,2,2,2,0,1,0,5,4,1,0,5,0,2,2,1,0,3,1,2,2,3,3
14/12/2021,51,9,2,2,0,1,5,2,0,5,0,2,3,0,0,1,2,0,2,3,0,4,2,5,1,0,6,1,1,1,0,2,3,3,1
15/12/2021,61,13,0,1,2,2,1,3,1,3,7,3,5,4,3,0,0,4,1,1,0,4,1,4,4,0,3,4,0,1,1,5,0,1,5
16/12/2021,58,6,2,2,1,3,2,2,0,7,3,2,2,0,2,6,1,1,0,0,1,1,1,3,2,1,2,3,0,1,1,4,3,4,1
17/12/2021,70,6,2,0,2,1,1,0,0,0,6,5,5,4,4,2,1,2,3,3,0,3,1,5,2,0,2,7,3,2,0,2,1,3,4
18/12/2021,50,12,2,0,1,1,2,3,0,6,1,1,2,5,2,1,1,0,2,3,0,0,3,0,1,1,4,4,2,1,0,5,4,1,3
19/12/2021,49,2,2,0,0,2,1,3,0,2,1,2,4,1,0,2,3,0,0,1,3,3,0,1,0,1,1,5,1,0,0,6,1,2,3
20/12/2021,46,9,1,1,1,2,1,2,1,3,3,3,1,4,0,1,0,0,2,3,2,1,1,1,1,1,1,2,0,7,0,3,1,2,3
21/12/2021,37,4,0,2,0,3,3,1,0,1,3,0,3,1,1,2,0,0,2,4,0,0,0,4,1,1,2,1,2,1,1,1,0,0,1
22/12/2021,64,6,1,2,2,0,5,2,0,6,2,3,3,1,3,2,0,0,1,1,0,3,0,3,4,1,4,4,2,0,2,4,1,2,6
23/12/2021,39,8,0,1,0,3,4,1,2,3,3,3,3,3,2,2,1,0,0,1,0,0,2,1,1,0,5,1,0,0,0,1,2,0,2
24/12/2021,76,12,1,1,1,6,1,1,0,1,4,5,0,1,2,1,1,4,3,4,0,2,0,0,4,1,10,9,1,7,3,3,3,2,6
25/12/2021,32,12,0,1,0,4,1,0,4,0,1,3,0,1,1,3,0,6,3,0,0,0,1,3,0,0,2,0,0,0,6,0,1,3,0
26/12/2021,38,7,1,1,0,1,3,1,1,1,2,2,0,1,1,0,0,4,1,3,1,0,0,6,1,0,1,1,2,2,1,1,1,2,3
